START DATE,START DATE2,START TIME,END_DATE*,END DATE,END TIME,TIME DIFFERENCE,CATEGORY*,START*,STOP*,MILES*,HOUR DIFFERENCE,PURPOSE*,SPEED,,,,,,,,
04-02-2016 11:01,04-02-2016,11:01:00 AM,04-02-2016 11:16,04-02-2016,11:16:00 AM,00:15,Personal,Kissimmee,Kissimmee,5.1,0.25,,20.4,,,,,,,,
04-02-2016 12:21,04-02-2016,12:21:00 PM,04-02-2016 14:47,04-02-2016,2:47:00 PM,02:26,Business,Kissimmee,Daytona Beach,77.3,2.43,Customer Visit,31.76712329,,,,,,,,
04-02-2016 16:57,04-02-2016,4:57:00 PM,04-02-2016 18:09,04-02-2016,6:09:00 PM,01:12,Business,Daytona Beach,Jacksonville,80.5,1.2,Customer Visit,67.08333333,,,,,,,,
04-02-2016 19:38,04-02-2016,7:38:00 PM,04-02-2016 22:36,04-02-2016,10:36:00 PM,02:58,Business,Jacksonville,Ridgeland,174.2,2.97,Customer Visit,58.71910112,,,,,,,,
04-02-2016 23:11,04-02-2016,11:11:00 PM,04-03-2016 01:34,04-03-2016,1:34:00 AM,21:37,Business,Ridgeland,Florence,144,21.62,Meeting,6.6615266,,,,,,,,
04-03-2016 02:00,04-03-2016,2:00:00 AM,04-03-2016 04:16,04-03-2016,4:16:00 AM,02:16,Business,Florence,Cary,159.3,2.27,Meeting,70.27941176,,,,,,,,
04-05-2016 21:39,04-05-2016,9:39:00 PM,04-05-2016 21:55,04-05-2016,9:55:00 PM,00:16,Business,Whitebridge,Wayne Ridge,7.9,0.27,Meal/Entertain,29.625,,,,,,,,
04-06-2016 00:19,04-06-2016,12:19:00 AM,04-06-2016 00:39,04-06-2016,12:39:00 AM,00:20,Business,Wayne Ridge,Whitebridge,8,0.33,Meal/Entertain,24,,,,,,,,
04-07-2016 18:20,04-07-2016,6:20:00 PM,04-07-2016 18:39,04-07-2016,6:39:00 PM,00:19,Business,Cary,Morrisville,6.1,0.32,Meal/Entertain,19.26315789,,,,,,,,
04-07-2016 19:45,04-07-2016,7:45:00 PM,04-07-2016 20:00,04-07-2016,8:00:00 PM,00:15,Business,Morrisville,Cary,6.1,0.25,Errand/Supplies,24.4,,,,,,,,
04-08-2016 12:30,04-08-2016,12:30:00 PM,04-08-2016 12:48,04-08-2016,12:48:00 PM,00:18,Business,Cary,Durham,10.5,0.3,Meeting,35,,,,,,,,
04-08-2016 13:34,04-08-2016,1:34:00 PM,04-08-2016 13:51,04-08-2016,1:51:00 PM,00:17,Business,Durham,Cary,8.7,0.28,Meal/Entertain,30.70588235,,,,,,,,
04-08-2016 13:55,04-08-2016,1:55:00 PM,04-08-2016 14:03,04-08-2016,2:03:00 PM,00:08,Business,Westpark Place,Whitebridge,1.8,0.13,Errand/Supplies,13.5,,,,,,,,
04-08-2016 14:43,04-08-2016,2:43:00 PM,04-08-2016 15:20,04-08-2016,3:20:00 PM,00:37,Business,Cary,Raleigh,19.1,0.62,Meeting,30.97297297,,,,,,,,
04-08-2016 16:05,04-08-2016,4:05:00 PM,04-08-2016 16:47,04-08-2016,4:47:00 PM,00:42,Business,Raleigh,Cary,18.6,0.7,Meeting,26.57142857,,,,,,,,
04-12-2016 09:15,04-12-2016,9:15:00 AM,04-12-2016 09:26,04-12-2016,9:26:00 AM,00:11,Business,Whitebridge,Edgehill Farms,2.8,0.18,Errand/Supplies,15.27272727,,,,,,,,
04-12-2016 09:34,04-12-2016,9:34:00 AM,04-12-2016 09:53,04-12-2016,9:53:00 AM,00:19,Business,Cary,Raleigh,8.9,0.32,Meeting,28.10526316,,,,,,,,
04-12-2016 10:58,04-12-2016,10:58:00 AM,04-12-2016 11:18,04-12-2016,11:18:00 AM,00:20,Business,Meredith,Cedar Hill,7.5,0.33,Customer Visit,22.5,,,,,,,,
04-12-2016 12:22,04-12-2016,12:22:00 PM,04-12-2016 12:44,04-12-2016,12:44:00 PM,00:22,Business,Raleigh,Morrisville,15.9,0.37,Meeting,43.36363636,,,,,,,,
04-12-2016 13:42,04-12-2016,1:42:00 PM,04-12-2016 14:01,04-12-2016,2:01:00 PM,00:19,Business,Morrisville,Cary,6.5,0.32,Meal/Entertain,20.52631579,,,,,,,,
14-04-2016,14-04-2016,7:29:00 AM,14-04-2016,14-04-2016,8:09:00 AM,00:40,Business,Cary,Holly Springs,15.3,0.67,Temporary Site,22.95,,,,,,,,
14-04-2016,14-04-2016,4:00:00 PM,14-04-2016,14-04-2016,4:43:00 PM,00:43,Business,Holly Springs,Cary,13.7,0.72,Temporary Site,19.11627907,,,,,,,,
15-04-2016,15-04-2016,11:36:00 AM,15-04-2016,15-04-2016,12:07:00 PM,00:31,Business,Cary,Raleigh,11.9,0.52,Temporary Site,23.03225806,,,,,,,,
15-04-2016,15-04-2016,12:29:00 PM,15-04-2016,15-04-2016,12:32:00 PM,00:03,Business,Meredith Townes,Harden Place,1.4,0.05,Errand/Supplies,28,,,,,,,,
15-04-2016,15-04-2016,2:31:00 PM,15-04-2016,15-04-2016,3:01:00 PM,00:30,Business,Raleigh,Cary,15.2,0.5,Meeting,30.4,,,,,,,,
16-04-2016,16-04-2016,12:59:00 PM,16-04-2016,16-04-2016,1:17:00 PM,00:18,Business,Cary,Morrisville,6,0.3,Errand/Supplies,20,,,,,,,,
16-04-2016,16-04-2016,3:10:00 PM,16-04-2016,16-04-2016,3:26:00 PM,00:16,Business,Morrisville,Cary,6.1,0.27,Meal/Entertain,22.875,,,,,,,,
19-04-2016,19-04-2016,5:44:00 PM,19-04-2016,19-04-2016,6:08:00 PM,00:24,Business,Whitebridge,Wayne Ridge,8.2,0.4,Meal/Entertain,20.5,,,,,,,,
19-04-2016,19-04-2016,7:57:00 PM,19-04-2016,19-04-2016,8:19:00 PM,00:22,Business,Wayne Ridge,Whitebridge,8,0.37,Meal/Entertain,21.81818182,,,,,,,,
22-04-2016,22-04-2016,8:25:00 AM,22-04-2016,22-04-2016,9:04:00 AM,00:39,Business,Cary,Raleigh,13.6,0.65,Meeting,20.92307692,,,,,,,,
22-04-2016,22-04-2016,10:10:00 AM,22-04-2016,22-04-2016,10:40:00 AM,00:30,Business,Raleigh,Cary,22.5,0.5,Meeting,45,,,,,,,,
22-04-2016,22-04-2016,12:08:00 PM,22-04-2016,22-04-2016,12:28:00 PM,00:20,Business,Cary,Durham,10.4,0.33,Meeting,31.2,,,,,,,,
22-04-2016,22-04-2016,1:02:00 PM,22-04-2016,22-04-2016,1:26:00 PM,00:24,Business,Durham,Cary,10,0.4,Meeting,25,,,,,,,,
23-04-2016,23-04-2016,5:03:00 PM,23-04-2016,23-04-2016,5:16:00 PM,00:13,Business,Whitebridge,Tanglewood,6,0.22,Meal/Entertain,27.69230769,,,,,,,,
23-04-2016,23-04-2016,6:49:00 PM,23-04-2016,23-04-2016,7:05:00 PM,00:16,Business,Tanglewood,Whitebridge,6.5,0.27,Meal/Entertain,24.375,,,,,,,,
24-04-2016,24-04-2016,7:07:00 PM,24-04-2016,24-04-2016,7:16:00 PM,00:09,Business,Cary,Morrisville,3.1,0.15,Errand/Supplies,20.66666667,,,,,,,,
24-04-2016,24-04-2016,7:46:00 PM,24-04-2016,24-04-2016,7:52:00 PM,00:06,Business,Chessington,Chessington,1.9,0.1,Errand/Supplies,19,,,,,,,,
24-04-2016,24-04-2016,9:41:00 PM,24-04-2016,24-04-2016,9:50:00 PM,00:09,Business,Morrisville,Cary,4.2,0.15,Between Offices,28,,,,,,,,
27-04-2016,27-04-2016,1:30:00 PM,27-04-2016,27-04-2016,1:40:00 PM,00:10,Business,Whitebridge,Burtrose,4.9,0.17,Between Offices,29.4,,,,,,,,
27-04-2016,27-04-2016,2:13:00 PM,27-04-2016,27-04-2016,2:25:00 PM,00:12,Business,Burtrose,Whitebridge,4.8,0.2,Between Offices,24,,,,,,,,
28-04-2016,28-04-2016,12:09:00 PM,28-04-2016,28-04-2016,12:34:00 PM,00:25,Business,Cary,Raleigh,12.4,0.42,Customer Visit,29.76,,,,,,,,
28-04-2016,28-04-2016,10:10:00 PM,28-04-2016,28-04-2016,10:28:00 PM,00:18,Business,Morrisville,Cary,5.5,0.3,Customer Visit,18.33333333,,,,,,,,
29-04-2016,29-04-2016,11:44:00 AM,29-04-2016,29-04-2016,12:01:00 PM,00:17,Business,Cary,Durham,9.9,0.28,Meeting,34.94117647,,,,,,,,
29-04-2016,29-04-2016,1:13:00 PM,29-04-2016,29-04-2016,1:34:00 PM,00:21,Business,Durham,Cary,10,0.35,Meeting,28.57142857,,,,,,,,
29-04-2016,29-04-2016,6:46:00 PM,29-04-2016,29-04-2016,7:18:00 PM,00:32,Business,Cary,Durham,14.2,0.53,Customer Visit,26.625,,,,,,,,
29-04-2016,29-04-2016,10:44:00 PM,29-04-2016,29-04-2016,11:19:00 PM,00:35,Business,Durham,Cary,18.2,0.58,Meeting,31.2,,,,,,,,
30-04-2016,30-04-2016,6:42:00 PM,30-04-2016,30-04-2016,6:57:00 PM,00:15,Business,Whitebridge,Waverly Place,7.7,0.25,Meal/Entertain,30.8,,,,,,,,
30-04-2016,30-04-2016,10:16:00 PM,30-04-2016,30-04-2016,10:34:00 PM,00:18,Business,Waverly Place,Whitebridge,6.8,0.3,,22.66666667,,,,,,,,
05-01-2016 13:45,05-01-2016,1:45:00 PM,05-01-2016 13:53,05-01-2016,1:53:00 PM,00:08,Business,Whitebridge,Westpark Place,2.1,0.13,Meal/Entertain,15.75,,,,,,,,
05-01-2016 14:26,05-01-2016,2:26:00 PM,05-01-2016 14:31,05-01-2016,2:31:00 PM,00:05,Business,Westpark Place,Whitebridge,2.3,0.08,,27.6,,,,,,,,
05-01-2016 17:33,05-01-2016,5:33:00 PM,05-01-2016 17:45,05-01-2016,5:45:00 PM,00:12,Business,Whitebridge,Tanglewood,6.2,0.2,Between Offices,31,,,,,,,,
05-01-2016 17:54,05-01-2016,5:54:00 PM,05-01-2016 18:10,05-01-2016,6:10:00 PM,00:16,Business,Tanglewood,Parkway,7.5,0.27,Meeting,28.125,,,,,,,,
05-01-2016 22:38,05-01-2016,10:38:00 PM,05-01-2016 22:49,05-01-2016,10:49:00 PM,00:11,Business,Parkway,Whitebridge,3.1,0.18,Errand/Supplies,16.90909091,,,,,,,,
05-02-2016 14:14,05-02-2016,2:14:00 PM,05-02-2016 14:21,05-02-2016,2:21:00 PM,00:07,Business,Whitebridge,Westpark Place,2.2,0.12,Errand/Supplies,18.85714286,,,,,,,,
05-02-2016 15:37,05-02-2016,3:37:00 PM,05-02-2016 15:48,05-02-2016,3:48:00 PM,00:11,Business,Westpark Place,Whitebridge,3.9,0.18,Meal/Entertain,21.27272727,,,,,,,,
05-03-2016 22:20,05-03-2016,10:20:00 PM,05-03-2016 22:28,05-03-2016,10:28:00 PM,00:08,Business,Morrisville,Cary,2.5,0.13,Meal/Entertain,18.75,,,,,,,,
05-04-2016 15:16,05-04-2016,3:16:00 PM,05-04-2016 15:37,05-04-2016,3:37:00 PM,00:21,Business,Cary,Morrisville,8.7,0.35,Meal/Entertain,24.85714286,,,,,,,,
05-04-2016 20:55,05-04-2016,8:55:00 PM,05-04-2016 21:14,05-04-2016,9:14:00 PM,00:19,Business,Mcvan,Capitol One,14.5,0.32,Errand/Supplies,45.78947368,,,,,,,,
05-04-2016 21:30,05-04-2016,9:30:00 PM,05-04-2016 21:36,05-04-2016,9:36:00 PM,00:06,Business,Capitol One,University District,4.5,0.1,Meal/Entertain,45,,,,,,,,
05-04-2016 22:19,05-04-2016,10:19:00 PM,05-04-2016 22:27,05-04-2016,10:27:00 PM,00:08,Business,University District,Capitol One,5,0.13,Meal/Entertain,37.5,,,,,,,,
05-05-2016 21:24,05-05-2016,9:24:00 PM,05-05-2016 21:36,05-05-2016,9:36:00 PM,00:12,Business,Seattle,Redmond,14.2,0.2,Meal/Entertain,71,,,,,,,,
05-05-2016 22:34,05-05-2016,10:34:00 PM,05-05-2016 22:40,05-05-2016,10:40:00 PM,00:06,Business,Redmond,Bellevue,2.9,0.1,Errand/Supplies,29,,,,,,,,
05-05-2016 23:55,05-05-2016,11:55:00 PM,05-06-2016 00:08,05-06-2016,12:08:00 AM,23:47,Business,Bellevue,Seattle,12.9,23.78,Meeting,0.542396636,,,,,,,,
05-06-2016 05:47,05-06-2016,5:47:00 AM,05-06-2016 06:02,05-06-2016,6:02:00 AM,00:15,Business,Capitol One,Mcvan,14.4,0.25,Meeting,57.6,,,,,,,,
05-06-2016 16:45,05-06-2016,4:45:00 PM,05-06-2016 16:59,05-06-2016,4:59:00 PM,00:14,Business,Chapel Hill,Morrisville,17,0.23,Meeting,72.85714286,,,,,,,,
05-06-2016 17:18,05-06-2016,5:18:00 PM,05-06-2016 17:44,05-06-2016,5:44:00 PM,00:26,Business,Morrisville,Cary,7.9,0.43,Customer Visit,18.23076923,,,,,,,,
05-09-2016 06:08,05-09-2016,6:08:00 AM,05-09-2016 06:25,05-09-2016,6:25:00 AM,00:17,Business,Cary,Morrisville,8.4,0.28,Customer Visit,29.64705882,,,,,,,,
05-09-2016 14:39,05-09-2016,2:39:00 PM,05-09-2016 15:06,05-09-2016,3:06:00 PM,00:27,Business,San Francisco,Palo Alto,20.5,0.45,Between Offices,45.55555556,,,,,,,,
05-09-2016 17:58,05-09-2016,5:58:00 PM,05-09-2016 18:26,05-09-2016,6:26:00 PM,00:28,Business,Palo Alto,Sunnyvale,9.8,0.47,Customer Visit,21,,,,,,,,
05-09-2016 19:35,05-09-2016,7:35:00 PM,05-09-2016 19:59,05-09-2016,7:59:00 PM,00:24,Business,Sunnyvale,Newark,17.6,0.4,Customer Visit,44,,,,,,,,
05-10-2016 09:03,05-10-2016,9:03:00 AM,05-10-2016 09:20,05-10-2016,9:20:00 AM,00:17,Business,Newark,Menlo Park,9.3,0.28,Customer Visit,32.82352941,,,,,,,,
05-10-2016 17:19,05-10-2016,5:19:00 PM,05-10-2016 17:31,05-10-2016,5:31:00 PM,00:12,Business,Menlo Park,Newark,7.9,0.2,Customer Visit,39.5,,,,,,,,
05-11-2016 08:35,05-11-2016,8:35:00 AM,05-11-2016 09:12,05-11-2016,9:12:00 AM,00:37,Business,Newark,San Francisco,25.6,0.62,Meeting,41.51351351,,,,,,,,
05-11-2016 21:47,05-11-2016,9:47:00 PM,05-11-2016 22:04,05-11-2016,10:04:00 PM,00:17,Business,Morrisville,Cary,8.1,0.28,Meeting,28.58823529,,,,,,,,
14-05-2016,14-05-2016,6:35:00 PM,14-05-2016,14-05-2016,6:39:00 PM,00:04,Business,Cary,Morrisville,3.1,0.07,Meal/Entertain,46.5,,,,,,,,
14-05-2016,14-05-2016,11:01:00 PM,14-05-2016,14-05-2016,11:05:00 PM,00:04,Business,Morrisville,Cary,3.1,0.07,Meal/Entertain,46.5,,,,,,,,
17-05-2016,17-05-2016,1:15:00 PM,17-05-2016,17-05-2016,1:23:00 PM,00:08,Business,Whitebridge,Preston,2.8,0.13,Errand/Supplies,21,,,,,,,,
17-05-2016,17-05-2016,1:56:00 PM,17-05-2016,17-05-2016,2:08:00 PM,00:12,Business,Preston,Westpark Place,2.7,0.2,Errand/Supplies,13.5,,,,,,,,
17-05-2016,17-05-2016,2:34:00 PM,17-05-2016,17-05-2016,2:40:00 PM,00:06,Business,Westpark Place,Whitebridge,1.9,0.1,Errand/Supplies,19,,,,,,,,
18-05-2016,18-05-2016,9:11:00 AM,18-05-2016,18-05-2016,9:41:00 AM,00:30,Business,Cary,Morrisville,8.4,0.5,Customer Visit,16.8,,,,,,,,
19-05-2016,19-05-2016,2:37:00 PM,19-05-2016,19-05-2016,3:01:00 PM,00:24,Business,Old City,Parkway Museums,2.9,0.4,Meal/Entertain,7.25,,,,,,,,
20-05-2016,20-05-2016,10:56:00 AM,20-05-2016,20-05-2016,11:07:00 AM,00:11,Business,Old City,Hog Island,11.2,0.18,Meeting,61.09090909,,,,,,,,
20-05-2016,20-05-2016,3:43:00 PM,20-05-2016,20-05-2016,4:12:00 PM,00:29,Business,Morrisville,Cary,8.2,0.48,Meal/Entertain,16.96551724,,,,,,,,
22-05-2016,22-05-2016,3:39:00 PM,22-05-2016,22-05-2016,3:46:00 PM,00:07,Business,Cary,Morrisville,3,0.12,Meal/Entertain,25.71428571,,,,,,,,
22-05-2016,22-05-2016,6:46:00 PM,22-05-2016,22-05-2016,6:53:00 PM,00:07,Business,Morrisville,Cary,2.5,0.12,Meal/Entertain,21.42857143,,,,,,,,
23-05-2016,23-05-2016,8:19:00 PM,23-05-2016,23-05-2016,8:27:00 PM,00:08,Business,Whitebridge,Savon Height,3.6,0.13,Meal/Entertain,27,,,,,,,,
23-05-2016,23-05-2016,9:09:00 PM,23-05-2016,23-05-2016,9:21:00 PM,00:12,Business,Savon Height,Whitebridge,3.6,0.2,Errand/Supplies,18,,,,,,,,
27-05-2016,27-05-2016,8:26:00 PM,27-05-2016,27-05-2016,8:30:00 PM,00:04,Business,Whitebridge,Kildaire Farms,4.5,0.07,Errand/Supplies,67.5,,,,,,,,
27-05-2016,27-05-2016,8:47:00 PM,27-05-2016,27-05-2016,8:53:00 PM,00:06,Business,Savon Height,Kilarney Woods,1.2,0.1,,12,,,,,,,,
27-05-2016,27-05-2016,10:11:00 PM,27-05-2016,27-05-2016,10:14:00 PM,00:03,Business,Kilarney Woods,Kildaire Farms,1.7,0.05,Errand/Supplies,34,,,,,,,,
28-05-2016,28-05-2016,12:15:00 AM,28-05-2016,28-05-2016,12:21:00 AM,00:06,Business,Kilarney Woods,Whitebridge,4.7,0.1,Errand/Supplies,47,,,,,,,,
28-05-2016,28-05-2016,12:52:00 PM,28-05-2016,28-05-2016,1:06:00 PM,00:14,Business,Cary,Morrisville,6.1,0.23,Meal/Entertain,26.14285714,,,,,,,,
28-05-2016,28-05-2016,2:35:00 PM,28-05-2016,28-05-2016,3:04:00 PM,00:29,Business,Morrisville,Cary,11.3,0.48,Customer Visit,23.37931034,,,,,,,,
31-05-2016,31-05-2016,1:54:00 PM,31-05-2016,31-05-2016,2:41:00 PM,00:47,Business,Cary,Raleigh,14.9,0.78,Meeting,19.0212766,,,,,,,,
31-05-2016,31-05-2016,4:02:00 PM,31-05-2016,31-05-2016,4:39:00 PM,00:37,Business,Raleigh,Cary,14,0.62,Meeting,22.7027027,,,,,,,,
31-05-2016,31-05-2016,5:50:00 PM,31-05-2016,31-05-2016,5:59:00 PM,00:09,Business,Westpark Place,Whitebridge,1.8,0.15,,12,,,,,,,,
06-01-2016 10:19,06-01-2016,10:19:00 AM,06-01-2016 10:47,06-01-2016,10:47:00 AM,00:28,Business,Cary,Morrisville,6.7,0.47,Customer Visit,14.35714286,,,,,,,,
06-01-2016 13:10,06-01-2016,1:10:00 PM,06-01-2016 13:39,06-01-2016,1:39:00 PM,00:29,Business,Morrisville,Cary,9.6,0.48,Meeting,19.86206897,,,,,,,,
06-03-2016 11:29,06-03-2016,11:29:00 AM,06-03-2016 11:49,06-03-2016,11:49:00 AM,00:20,Business,Cary,Durham,10.4,0.33,Meeting,31.2,,,,,,,,
06-03-2016 13:08,06-03-2016,1:08:00 PM,06-03-2016 13:38,06-03-2016,1:38:00 PM,00:30,Business,Durham,Cary,9.9,0.5,Meeting,19.8,,,,,,,,
06-03-2016 15:31,06-03-2016,3:31:00 PM,06-03-2016 15:54,06-03-2016,3:54:00 PM,00:23,Business,Cary,Morrisville,6,0.38,Meal/Entertain,15.65217391,,,,,,,,
06-03-2016 18:14,06-03-2016,6:14:00 PM,06-03-2016 18:29,06-03-2016,6:29:00 PM,00:15,Business,Townes at Everett Crossing,Chessington,3.3,0.25,Errand/Supplies,13.2,,,,,,,,
06-03-2016 18:41,06-03-2016,6:41:00 PM,06-03-2016 18:53,06-03-2016,6:53:00 PM,00:12,Business,Morrisville,Cary,3.1,0.2,Errand/Supplies,15.5,,,,,,,,
06-03-2016 19:36,06-03-2016,7:36:00 PM,06-03-2016 19:42,06-03-2016,7:42:00 PM,00:06,Business,Huntington Woods,Weston,1.7,0.1,Errand/Supplies,17,,,,,,,,
06-03-2016 22:47,06-03-2016,10:47:00 PM,06-03-2016 23:06,06-03-2016,11:06:00 PM,00:19,Business,Morrisville,Cary,4,0.32,Between Offices,12.63157895,,,,,,,,
06-05-2016 14:03,06-05-2016,2:03:00 PM,06-05-2016 14:33,06-05-2016,2:33:00 PM,00:30,Business,Whitebridge,Savon Height,7.8,0.5,Customer Visit,15.6,,,,,,,,
06-05-2016 15:06,06-05-2016,3:06:00 PM,06-05-2016 15:22,06-05-2016,3:22:00 PM,00:16,Business,Cary,Morrisville,7.8,0.27,Customer Visit,29.25,,,,,,,,
06-05-2016 15:57,06-05-2016,3:57:00 PM,06-05-2016 16:08,06-05-2016,4:08:00 PM,00:11,Business,Weston,Weston,3.8,0.18,Meal/Entertain,20.72727273,,,,,,,,
06-05-2016 18:05,06-05-2016,6:05:00 PM,06-05-2016 18:14,06-05-2016,6:14:00 PM,00:09,Business,Morrisville,Cary,2.5,0.15,Meal/Entertain,16.66666667,,,,,,,,
06-05-2016 21:53,06-05-2016,9:53:00 PM,06-05-2016 22:05,06-05-2016,10:05:00 PM,00:12,Business,Cary,Durham,9.9,0.2,Meeting,49.5,,,,,,,,
06-05-2016 23:52,06-05-2016,11:52:00 PM,06-06-2016 00:08,06-06-2016,12:08:00 AM,23:44,Business,Durham,Cary,9.9,23.73,Meeting,0.417134831,,,,,,,,
06-06-2016 15:36,06-06-2016,3:36:00 PM,06-06-2016 15:45,06-06-2016,3:45:00 PM,00:09,Business,Whitebridge,Hazelwood,3,0.15,Errand/Supplies,20,,,,,,,,
06-06-2016 16:16,06-06-2016,4:16:00 PM,06-06-2016 16:24,06-06-2016,4:24:00 PM,00:08,Business,Hazelwood,Whitebridge,2.4,0.13,Errand/Supplies,18,,,,,,,,
06-06-2016 20:06,06-06-2016,8:06:00 PM,06-06-2016 20:20,06-06-2016,8:20:00 PM,00:14,Business,Cary,Apex,5.7,0.23,Meal/Entertain,24.42857143,,,,,,,,
06-06-2016 21:08,06-06-2016,9:08:00 PM,06-06-2016 21:37,06-06-2016,9:37:00 PM,00:29,Business,Apex,Cary,7.2,0.48,Meal/Entertain,14.89655172,,,,,,,,
06-06-2016 21:41,06-06-2016,9:41:00 PM,06-06-2016 22:00,06-06-2016,10:00:00 PM,00:19,Business,Cary,Durham,10.4,0.32,Meeting,32.84210526,,,,,,,,
06-06-2016 23:34,06-06-2016,11:34:00 PM,06-06-2016 23:48,06-06-2016,11:48:00 PM,00:14,Business,Durham,Cary,9.9,0.23,Meeting,42.42857143,,,,,,,,
06-07-2016 21:42,06-07-2016,9:42:00 PM,06-07-2016 22:00,06-07-2016,10:00:00 PM,00:18,Business,Cary,Durham,10.4,0.3,Meeting,34.66666667,,,,,,,,
06-07-2016 23:41,06-07-2016,11:41:00 PM,06-08-2016 00:04,06-08-2016,12:04:00 AM,23:37,Business,Durham,Cary,9.9,23.62,Meeting,0.419195483,,,,,,,,
06-08-2016 08:23,06-08-2016,8:23:00 AM,06-08-2016 08:53,06-08-2016,8:53:00 AM,00:30,Business,Cary,Morrisville,8.7,0.5,Meal/Entertain,17.4,,,,,,,,
06-08-2016 12:04,06-08-2016,12:04:00 PM,06-08-2016 13:01,06-08-2016,1:01:00 PM,00:57,Business,Jamaica,New York,22.3,0.95,Errand/Supplies,23.47368421,,,,,,,,
06-08-2016 13:12,06-08-2016,1:12:00 PM,06-08-2016 13:29,06-08-2016,1:29:00 PM,00:17,Business,Seaport,Gramercy-Flatiron,3.3,0.28,Meal/Entertain,11.64705882,,,,,,,,
06-08-2016 14:31,06-08-2016,2:31:00 PM,06-08-2016 14:37,06-08-2016,2:37:00 PM,00:06,Business,Medical Centre,Tudor City,0.7,0.1,Errand/Supplies,7,,,,,,,,
06-08-2016 16:55,06-08-2016,4:55:00 PM,06-08-2016 17:11,06-08-2016,5:11:00 PM,00:16,Business,Rose Hill,Soho,2.5,0.27,Meal/Entertain,9.375,,,,,,,,
06-08-2016 17:16,06-08-2016,5:16:00 PM,06-08-2016 17:18,06-08-2016,5:18:00 PM,00:02,Business,Soho,Tribeca,0.5,0.03,Errand/Supplies,15,,,,,,,,
06-08-2016 17:59,06-08-2016,5:59:00 PM,06-08-2016 18:05,06-08-2016,6:05:00 PM,00:06,Business,Tribeca,Financial District,0.9,0.1,Errand/Supplies,9,,,,,,,,
06-08-2016 20:11,06-08-2016,8:11:00 PM,06-08-2016 20:25,06-08-2016,8:25:00 PM,00:14,Business,Financial District,Kips Bay,4.8,0.23,Errand/Supplies,20.57142857,,,,,,,,
06-10-2016 15:19,06-10-2016,3:19:00 PM,06-10-2016 16:28,06-10-2016,4:28:00 PM,01:09,Business,New York,Jamaica,16.3,1.15,Meeting,14.17391304,,,,,,,,
06-10-2016 21:47,06-10-2016,9:47:00 PM,06-10-2016 22:04,06-10-2016,10:04:00 PM,00:17,Business,Cary,Durham,10.4,0.28,Meeting,36.70588235,,,,,,,,
06-10-2016 23:53,06-10-2016,11:53:00 PM,06-11-2016 00:01,06-11-2016,12:01:00 AM,23:52,Business,Durham,Cary,9.9,23.87,Meeting,0.414804469,,,,,,,,
06-11-2016 17:08,06-11-2016,5:08:00 PM,06-11-2016 17:16,06-11-2016,5:16:00 PM,00:08,Business,Cary,Morrisville,3.7,0.13,Errand/Supplies,27.75,,,,,,,,
06-11-2016 17:34,06-11-2016,5:34:00 PM,06-11-2016 17:39,06-11-2016,5:39:00 PM,00:05,Business,Morrisville,Cary,4.6,0.08,Meal/Entertain,55.2,,,,,,,,
06-11-2016 17:50,06-11-2016,5:50:00 PM,06-11-2016 17:56,06-11-2016,5:56:00 PM,00:06,Business,Westpark Place,Whitebridge,1.7,0.1,,17,,,,,,,,
06-11-2016 21:45,06-11-2016,9:45:00 PM,06-11-2016 22:04,06-11-2016,10:04:00 PM,00:19,Business,Cary,Durham,10.4,0.32,Meeting,32.84210526,,,,,,,,
06-11-2016 23:39,06-11-2016,11:39:00 PM,06-12-2016 00:05,06-12-2016,12:05:00 AM,23:34,Business,Durham,Cary,9.9,23.57,Meeting,0.420084866,,,,,,,,
06-12-2016 19:53,06-12-2016,7:53:00 PM,06-12-2016 19:56,06-12-2016,7:56:00 PM,00:03,Business,Cary,Morrisville,2.5,0.05,Meal/Entertain,50,,,,,,,,
06-12-2016 20:05,06-12-2016,8:05:00 PM,06-12-2016 20:16,06-12-2016,8:16:00 PM,00:11,Business,Morrisville,Cary,4.3,0.18,Errand/Supplies,23.45454545,,,,,,,,
06-12-2016 21:58,06-12-2016,9:58:00 PM,06-12-2016 22:19,06-12-2016,10:19:00 PM,00:21,Business,Parkway,Whitebridge,2.8,0.35,Errand/Supplies,8,,,,,,,,
13-06-2016,13-06-2016,5:23:00 AM,13-06-2016,13-06-2016,5:42:00 AM,00:19,Business,Cary,Morrisville,8.4,0.32,Meal/Entertain,26.52631579,,,,,,,,
13-06-2016,13-06-2016,2:17:00 PM,13-06-2016,13-06-2016,2:46:00 PM,00:29,Business,Oakland,Emeryville,13.2,0.48,Meeting,27.31034483,,,,,,,,
13-06-2016,13-06-2016,6:08:00 PM,13-06-2016,13-06-2016,6:47:00 PM,00:39,Business,Emeryville,Berkeley,3.9,0.65,Meal/Entertain,6,,,,,,,,
13-06-2016,13-06-2016,6:54:00 PM,13-06-2016,13-06-2016,7:23:00 PM,00:29,Business,Berkeley,Oakland,5.1,0.48,Meal/Entertain,10.55172414,,,,,,,,
13-06-2016,13-06-2016,8:00:00 PM,13-06-2016,13-06-2016,8:05:00 PM,00:05,Business,Oakland,Unknown Location,5.2,0.08,Customer Visit,62.4,,,,,,,,
14-06-2016,14-06-2016,12:03:00 PM,14-06-2016,14-06-2016,12:21:00 PM,00:18,Business,Emeryville,San Francisco,9.8,0.3,,32.66666667,,,,,,,,
